F5SPECS,C1FMOTOR,C4R4RSCL,C4R4MSCL,P4ATTENI,P4SOLVE,P4SADLON,T4EXTERN,T4INTERN,GENDER,WKWHITE,WKSESL
NA,-9,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
2,8,102.01,76.17,2,2,1.5,2,1.5,1,1,-0.06
2,5,144.21,83.53,1,1,1.25,1.4,1.5,2,1,1.32
2,1,56.8,35.29,3,2,1.5,3.6,2.5,2,1,-0.47
1,3,38.26,30.11,2,2,2,1.4,1.25,1,1,-0.07
NA,3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
NA,3,NA,NA,NA,NA,NA,NA,NA,1,1,-0.64
NA,6,NA,NA,NA,NA,NA,NA,NA,1,2,0.66
2,7,126.99,81.07,2,2,2,1,1.25,2,2,0.35
NA,6,NA,NA,NA,NA,NA,NA,NA,2,1,0.66
NA,8,65.18,49.21,2,3,2,1,1.25,1,1,0.03
2,6,73.96,55.71,2,2,1.75,1,1.25,1,2,0.08
NA,8,101.18,87.27,3,1,1.75,2.8,2,1,1,0.25
2,9,72.53,79.78,2,1,1.75,2.6,1.25,1,1,0.71
NA,5,84.52,41.32,2,3,1.5,1.2,2.25,2,1,-0.58
NA,5,NA,NA,NA,NA,NA,NA,NA,1,1,0.26
1,6,47.28,46.88,3,1,1.75,1,1.5,2,1,-0.69
NA,7,73.75,57.4,3,2,2,1.2,1.5,1,1,0.17
2,5,75.84,54.5,2,2,1.25,1.6,2.25,2,1,-0.28
NA,6,NA,NA,NA,NA,NA,NA,NA,1,2,-0.26
NA,9,NA,NA,NA,NA,NA,NA,NA,2,1,-0.48
2,8,NA,NA,NA,NA,NA,NA,NA,1,1,-0.51
2,3,64.38,48.71,2,2,1.5,2.4,2,1,2,-0.72
NA,6,NA,NA,NA,NA,NA,NA,NA,1,1,1.26
2,6,86.21,48.83,2,2,1.5,2.2,2.25,2,1,-0.95
NA,4,NA,NA,NA,NA,NA,NA,NA,1,2,0.06
NA,5,57.87,80.95,3,2,1.75,2,2.75,1,1,-0.37
1,5,42.38,29.98,2,2,1.25,1.8,1.25,1,1,-0.63
NA,1,NA,NA,NA,NA,NA,NA,NA,2,1,0.2
2,6,94.11,61.32,2,2,1.75,1.8,1.75,1,1,-0.28
NA,7,NA,NA,NA,NA,NA,NA,NA,1,1,1.26
2,7,60.53,47.3,2,2,2,-9,-9,2,2,1.11
NA,8,106.26,105.28,1,1,2,1.6,1.25,2,1,1.54
2,3,76.44,59.69,2,2,1.5,1.4,1.75,2,1,1.08
NA,5,NA,NA,NA,NA,NA,NA,NA,1,1,0.7
2,8,91.48,64.97,3,2,2,1.2,1.25,1,1,0.39
2,5,66.31,51.49,1,1,1.25,-9,-9,2,1,0.07
2,9,88.27,55.01,3,2,2.5,2,2,1,1,0.12
2,8,90.78,78.49,1,1,1.25,1.6,1.5,2,1,-0.01
2,5,99.45,70.18,2,2,1.25,2.8,1.75,1,1,0.8
NA,9,NA,NA,NA,NA,NA,NA,NA,1,1,-0.11
2,9,82.25,55.29,1,2,1,1.2,1.5,2,1,-0.09
2,8,78.39,58.95,1,1,1,1,1,2,1,-0.35
2,5,65.14,42.56,2,2,1.5,1,-9,1,2,-0.64
2,7,111.28,62.93,1,1,1.25,2.2,2,2,1,-0.46
2,4,135.81,78.16,1,1,1.5,1,1.25,2,1,0.84
2,7,78.86,62.69,1,1,1.25,2,1.5,2,1,0.14
2,7,68.52,64.34,2,2,1.25,1,2,1,1,0.44
2,5,78.07,76.45,2,2,1.25,1,1.67,1,1,0.35
2,7,82.98,81.07,1,1,1.5,1.5,-9,2,1,0.2
2,7,109.82,86.75,1,2,2,1,1.75,2,1,0.61
2,4,38.48,37.41,2,2,1.25,1,2.25,1,1,-0.3
1,7,57.53,60.66,1,2,1.25,1.6,1,1,1,0.01
NA,8,NA,NA,NA,NA,NA,NA,NA,2,2,1.72
2,1,69.45,69.41,2,1,2,1.2,1.75,1,2,-0.93
2,7,99.13,64.98,NA,NA,NA,2,1,2,2,-1.03
2,5,76.54,52.13,NA,NA,NA,2.4,1,1,2,-0.58
2,8,66.35,59.36,NA,NA,NA,2.8,1,2,2,0.23
2,5,66.31,47.8,1,1,2,1,1.75,2,2,1.76
NA,5,82.27,63.49,NA,NA,NA,1.8,1,1,2,-0.6
NA,5,NA,NA,NA,NA,NA,NA,NA,2,2,-0.54
1,7,77.82,52.09,2,2,1.25,1.4,1.75,1,1,-0.41
NA,7,NA,NA,NA,NA,NA,NA,NA,1,2,-0.8
NA,8,NA,NA,NA,NA,NA,NA,NA,1,2,-0.31
2,6,85.59,56.15,2,2,1.25,3.4,1,1,2,-0.83
2,7,73.08,56.87,2,2,1.75,1.2,1.25,2,2,-0.65
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0.36
2,5,65.72,40.07,2,2,1.75,1.4,1.5,2,2,-0.51
2,5,66.38,61.6,2,1,1.75,1,2,1,2,-0.61
1,0,39.24,26.08,4,4,1.25,1.6,1.75,2,1,-0.71
2,2,58.34,50.53,2,2,2.25,1,2.25,2,2,-0.67
NA,7,NA,NA,NA,NA,NA,NA,NA,2,2,0.34
NA,6,NA,NA,NA,NA,NA,NA,NA,1,2,-0.36
NA,6,NA,NA,NA,NA,NA,NA,NA,2,2,-0.89
2,3,66.37,43.21,2,2,1,1.8,1,1,1,-0.51
2,7,88.11,56,1,1,1.25,1.25,1.25,2,1,-0.59
NA,3,NA,NA,NA,NA,NA,NA,NA,1,2,-0.26
NA,5,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
NA,-9,NA,NA,NA,NA,NA,NA,NA,2,2,-0.39
1,-9,NA,NA,3,3,1,NA,NA,2,2,0.21
1,-9,35.67,14.97,2,3,1.25,NA,NA,1,1,-0.59
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0.31
1,-9,NA,NA,3,4,1.5,NA,NA,1,1,-0.67
1,NA,NA,NA,-8,-8,1.25,NA,NA,1,1,0.41
NA,-9,25.72,13.88,2,1,1.25,NA,NA,1,1,-0.03
1,NA,NA,NA,4,4,1.5,NA,NA,1,2,-0.48
1,NA,NA,NA,4,4,2,NA,NA,2,1,-1.18
1,NA,NA,NA,-8,-8,1.5,NA,NA,1,2,-0.67
1,-9,NA,NA,-8,-8,-9,NA,NA,1,2,-0.58
1,-9,34.48,13.48,2,2,1.67,NA,NA,1,2,1.85
2,7,70.76,58.65,1,1,2,1.4,1.25,1,2,-0.75
1,1,-1,20.66,3,3,2.25,NA,NA,1,2,0.11
NA,3,36.06,20.48,NA,NA,NA,1.6,3,1,NA,NA
2,7,76.9,70.09,NA,NA,NA,NA,NA,1,2,-0.97
NA,3,41.57,31.03,3,4,1.75,NA,NA,1,NA,NA
1,7,38.88,27.63,2,3,1.5,NA,NA,1,1,-0.27
2,4,65.51,63.43,2,2,2.25,1,1.75,1,1,-0.26
2,2,89.7,67.36,2,2,1.75,NA,NA,2,1,-0.06
-9,8,88.38,61.04,2,2,1.25,NA,NA,2,1,-0.32
2,4,54.07,42.28,2,2,2.25,2,2,2,2,-2.76
2,5,84.18,55.66,2,2,1.5,1.8,1.25,2,1,0.02
2,4,60.37,55.36,3,2,2.25,NA,NA,1,1,-1.1
2,4,47.7,34.37,-8,2,1.25,NA,NA,2,1,0.21
2,8,135.66,86.5,1,1,1.25,NA,NA,2,1,-0.33
NA,3,NA,NA,NA,NA,NA,NA,NA,2,1,-0.26
2,1,84.43,53.63,3,2,1,NA,NA,2,1,-0.68
2,4,NA,NA,2,2,1.25,NA,NA,2,1,-0.54
2,1,74.49,67.68,2,1,1,NA,NA,2,2,0.51
1,0,31.26,18.81,2,3,2,2,1.75,1,2,-0.43
NA,8,62.97,53.61,NA,NA,NA,1,1.5,1,2,-0.82
2,2,66.71,53.47,2,1,1.25,NA,NA,1,1,-1.07
2,3,38.48,22.05,NA,NA,NA,2,1.5,1,2,-0.89
2,7,63.42,47.85,2,2,1.5,-9,-9,2,1,-0.47
2,3,NA,NA,NA,NA,NA,NA,NA,2,1,-0.75
2,NA,85.23,71.55,1,2,1.5,1.2,2.25,1,NA,NA
2,9,67.1,73.03,NA,NA,NA,1,1.5,1,2,-0.68
NA,8,72.51,80.82,1,1,1.5,1.4,1,1,2,-0.46
2,3,96.31,54.85,2,2,1.25,2,2,1,NA,NA
2,7,58.87,45.79,3,2,1.5,1.6,1.5,1,2,-0.97
2,8,125.94,70.02,2,2,2,1,1.25,2,2,-0.79
-9,4,50.8,40.68,2,2,1.75,NA,NA,2,2,-0.94
2,7,43.5,34.16,2,2,1,2.8,1.25,1,2,-0.26
2,5,65.26,42.93,NA,NA,NA,NA,NA,2,2,-1.16
NA,4,NA,NA,NA,NA,NA,NA,NA,1,2,-0.37
2,6,118.2,68.79,2,2,1,NA,NA,1,2,-0.29
1,3,47.88,35.62,3,3,1.5,NA,NA,1,1,-0.74
2,8,-1,55.87,2,2,1,NA,NA,1,2,-0.82
2,8,NA,NA,NA,NA,NA,NA,NA,2,2,-0.93
2,1,72.5,68.11,1,2,1,1.2,1.5,1,1,-0.23
NA,1,69.22,50.63,2,2,1.5,1,1,2,2,-0.22
2,3,71.02,64.31,2,2,1.5,1.4,2.25,1,2,-0.32
NA,7,67.94,55.63,NA,NA,NA,1,1,1,2,-0.73
2,5,86.11,64.03,2,2,1,1.2,1,1,2,-0.68
1,6,50.86,42.03,1,2,1.25,1,1.25,1,2,-0.81
2,2,91.72,43.83,2,1,2.25,NA,NA,1,2,-1.24
2,6,88.35,64.88,4,2,1.75,1.8,1.25,2,2,0.18
NA,8,42.14,56.01,3,2,1.75,2,1.25,1,1,-0.36
2,5,84.22,63.58,2,2,1.5,NA,NA,2,2,-0.21
2,3,75.47,44.97,2,2,2,NA,NA,2,2,-0.43
-9,7,-9,-9,3,1,1.75,NA,NA,2,2,-0.94
2,NA,55.52,52.35,2,2,1.25,2.4,3.25,1,NA,NA
2,NA,66.26,56.94,2,2,1.25,NA,NA,2,NA,NA
1,NA,56.59,44.2,4,2,2.25,NA,NA,1,NA,NA
2,NA,76.87,62.4,2,2,2,1.5,1.5,1,NA,NA
NA,7,74.79,56.04,2,2,1.25,1,1.5,2,2,-0.05
NA,6,89.97,81.35,2,1,2,2,2,1,1,-0.36
1,3,49.87,39.49,2,3,2,3.8,3.25,1,2,-0.49
2,6,129.54,70.39,1,2,2.5,1.8,2,1,2,0.6
NA,5,67.66,30.92,3,3,2.75,1.8,2,2,1,-0.6
NA,-1,NA,NA,NA,NA,NA,NA,NA,1,1,-0.44
1,6,48.89,52.88,NA,NA,NA,1.8,1.75,1,2,-0.8
1,8,55.2,35.37,3,4,1.75,1,2,2,2,0.03
2,4,86.8,53.12,2,2,2.25,2.4,2,2,2,0.07
NA,3,NA,NA,NA,NA,NA,NA,NA,1,1,-0.57
2,7,103.82,37.67,2,2,2,1,2,2,1,0.37
NA,4,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
NA,4,NA,NA,NA,NA,NA,NA,NA,2,2,-0.17
2,8,81.49,49.22,1,1,1.5,2,2,1,2,0.05
2,4,63.88,39.37,2,3,1.75,1,2,2,1,0.23
2,8,73.77,63.57,1,2,1.25,1.6,1.5,2,1,0.04
2,8,66.1,43.24,2,2,1.25,2.2,2.25,2,2,-0.71
2,7,129.82,63.89,2,2,1,1.6,2,1,2,0.25
2,6,47.23,55.27,2,1,1.5,1.2,1.25,1,1,-0.28
NA,7,127.11,90.07,2,1,1.5,1.6,1.25,1,1,0.09
2,-1,42.47,45.01,1,2,1,2.2,1.75,1,1,-0.27
1,-1,37.16,22.38,2,2,1,1.75,1.5,2,1,-0.45
1,-1,42.18,24.39,2,2,2.25,1,3,2,1,-0.58
2,4,71.61,81.99,2,1,1.75,NA,NA,1,1,1.6
2,9,135.18,104.32,1,1,1.5,NA,NA,1,1,1.56
2,7,104.41,94.28,2,1,1.25,2.2,1.25,2,1,1.22
2,6,129.1,77.09,2,1,1,1,2,2,1,0.69
2,5,59.1,91.84,1,2,1.25,NA,NA,1,1,0.83
2,8,63.65,72.35,1,1,1.25,NA,NA,1,1,1.19
2,8,72.86,70.3,2,2,1.25,NA,NA,1,1,0.32
2,5,55.18,35.85,2,1,2,NA,NA,1,1,0.93
2,5,64.59,49.82,3,3,2,2.8,3,1,1,1.01
NA,8,NA,NA,NA,NA,NA,NA,NA,1,1,0.83
2,7,89.37,94.75,2,1,1.5,NA,NA,1,1,1.48
2,3,55.71,96.18,2,1,1.75,NA,NA,1,1,1.2
-9,6,NA,NA,1,2,1.25,NA,NA,1,1,1.01
-9,7,128.12,88.82,2,2,1.75,NA,NA,2,1,1.63
2,7,166.51,101.02,1,1,1,NA,NA,1,1,1.06
2,6,51.48,41.51,2,1,1.25,1.8,1.75,1,1,0.86
2,7,52.97,81.66,1,2,2,NA,NA,1,1,0.98
2,8,64.57,50.35,2,2,1.75,NA,NA,2,1,0.83
-9,8,NA,NA,NA,NA,NA,NA,NA,2,1,0.71
2,7,65.7,56.78,1,2,1.25,2.2,2,2,1,1.49
2,5,113.24,66.67,3,1,2,2.4,1.75,1,1,1.01
NA,9,60.5,60.23,2,1,1.75,NA,NA,1,1,1.09
2,9,119.41,97.32,1,1,1,NA,NA,2,1,1.32
NA,8,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
2,7,78.43,55.35,1,1,1.25,1.8,1.25,1,1,0.21
NA,-1,NA,NA,NA,NA,NA,NA,NA,2,1,-0.87
2,6,67.08,43.9,-9,-9,NA,NA,NA,2,NA,NA
2,6,75.65,81.75,2,2,1.25,NA,NA,1,1,0.14
2,7,109.16,64.97,2,2,1,3.25,2,1,2,-0.09
NA,-1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
2,-1,74.11,67.37,2,1,1.75,3.2,1,2,1,0.13
2,-1,102.79,62.17,1,1,1.75,2.25,1.75,2,1,-0.46
2,9,79.24,56.56,2,1,1.25,NA,NA,1,1,-1.03
2,-1,74.94,51.48,1,1,1.75,1.5,1.75,1,1,0.18
2,-1,65.28,58.65,1,2,1,2.2,1.75,1,1,0.98
2,4,101.95,61.05,1,1,1.75,1.4,1.25,2,NA,NA
2,9,85.12,38.87,2,2,2.25,1.8,2,2,2,-0.94
2,6,50.13,53.31,2,2,1,1.4,1,2,2,-1.12
2,7,88.53,64.82,1,1,1,-9,-9,2,2,-0.55
2,5,129.21,63.37,1,1,1.25,NA,NA,2,2,0.33
2,7,75.43,49.67,1,2,1,1.4,1.33,2,2,0.32
2,7,90.66,64.03,2,2,1.75,1,1,2,2,-0.59
1,7,32.91,27.39,2,2,2.75,2,1.75,1,2,-0.27
2,3,81.69,37.71,2,2,1.5,1.2,2,1,2,-0.82
2,8,85.24,65.77,1,1,1.25,1.25,1,2,2,-0.93
2,6,55.15,56.09,1,2,1,1.8,1.75,1,2,-1.05
NA,9,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
2,NA,41.36,41.67,3,1,2,1.4,1.25,2,NA,NA
2,NA,35.8,27.78,NA,NA,NA,1.4,-9,2,NA,NA
2,NA,64.03,49.23,NA,NA,NA,2.6,-9,2,NA,NA
2,NA,42.98,47.25,1,2,2,2,1,2,NA,NA
2,NA,-1,-1,NA,NA,NA,1.25,2,2,NA,NA
2,-1,38.05,28.13,-9,-9,NA,2,2.25,1,1,-1.2
2,4,74.45,70.35,2,2,1.5,1.6,1.67,1,1,-0.54
2,7,90.48,91.62,NA,NA,NA,1.2,1.5,1,1,-0.03
2,5,86.49,58.1,1,1,2,2.2,2.5,2,1,0.52
2,7,76.68,62.47,2,2,1.75,2,2,2,1,0.96
2,3,84.62,50.1,3,3,1.5,2,1.75,1,1,-0.65
2,9,137.38,103.39,1,1,1.75,1.2,1.5,2,1,1.87
2,9,89.26,73.8,2,-8,1.75,1.2,1.5,1,1,1.37
2,7,67.24,75.61,1,2,1.75,1.2,2.75,2,1,0.98
2,4,72.26,40.21,2,2,1.75,1.8,2.25,1,1,1.16
NA,4,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
2,6,90.25,70.29,2,2,2,2.2,1.25,2,1,1.33
1,8,88.52,60.66,3,2,2.5,NA,NA,2,1,-0.05
2,8,129.5,78.97,1,1,1.25,1.2,1,1,1,1.9
2,-1,120.85,72.02,1,1,1,1.2,1.25,1,1,0.78
2,-1,-1,-1,-9,-9,NA,NA,NA,1,NA,NA
2,7,76.57,66.04,2,2,1.5,NA,NA,1,2,-0.57
2,-1,-1,-1,-9,-9,NA,NA,NA,1,2,-0.69
2,6,44.31,40.78,1,2,2.25,NA,NA,2,2,-0.13
2,5,64.67,43.1,-9,-9,NA,NA,NA,2,NA,NA
2,5,119.79,79.49,1,1,1.5,NA,NA,1,2,-0.24
NA,-1,NA,NA,NA,NA,NA,NA,NA,1,2,-0.19
NA,5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
2,9,65.87,46.3,2,2,1.5,NA,NA,2,1,-0.49
2,8,58.8,58.34,2,1,1.5,NA,NA,1,1,-1.19
2,5,66.86,63.64,1,1,2,NA,NA,2,2,-0.86
1,3,40.06,25.97,2,2,1.5,NA,NA,1,1,-1.23
NA,6,NA,NA,NA,NA,NA,NA,NA,2,1,-4.18
2,8,75.19,48.43,2,2,1.75,NA,NA,2,2,-0.46
NA,7,NA,NA,NA,NA,NA,NA,NA,1,1,-0.79
2,8,88.64,65.71,2,2,1.25,NA,NA,2,1,0.12
NA,6,NA,NA,NA,NA,NA,NA,NA,2,1,-1.07
2,7,44.06,57.2,1,1,1,NA,NA,1,1,-1.12
2,3,61.51,66.06,1,1,2.25,NA,NA,2,2,-1.16
NA,5,NA,NA,NA,NA,NA,NA,NA,2,1,-0.62
NA,4,NA,NA,NA,NA,NA,NA,NA,1,2,-1.22
2,4,45.01,32.54,2,1,1.5,NA,NA,1,1,-1.19
1,4,32.44,25.65,1,1,1.25,NA,NA,1,1,-1.5
NA,2,45.63,25.06,2,2,1.25,NA,NA,2,1,-0.87
2,2,33.9,26.79,-9,-9,NA,1,1.5,2,NA,NA
2,8,69.76,49.19,-9,-9,NA,1,1.25,1,2,-1.66
2,7,61.13,57.16,1,2,1.25,1.2,1.5,2,1,-0.16
2,5,68.61,63.89,2,2,1,2.2,1.25,1,2,-0.13
-9,5,58.17,49.66,NA,NA,NA,2,2,1,1,-0.09
2,9,107.57,99.17,1,1,1,1,1.25,2,1,0.93
1,5,60.75,67.05,3,1,2,1.8,1.5,1,1,-0.45
2,7,104.03,89.87,2,1,1.25,1.4,1,2,1,-0.72
-9,2,86.7,54.53,2,2,1.5,1.2,1.25,1,1,-0.55
2,6,87.61,73.86,2,2,1.5,1,1.5,2,1,-0.15
2,5,57.91,34.98,2,2,1.75,1.2,2.75,1,1,-0.4
2,5,43.58,33.84,2,3,1.25,1.4,1,2,1,0.11
1,6,49.7,32.54,2,2,1.25,2.8,2.25,1,1,-0.81
2,8,88.71,75.73,1,2,1.25,1,1.25,2,1,-0.2
2,5,88.66,61.58,2,2,1.25,NA,NA,2,1,-0.21
1,3,31.1,30.28,2,3,2,1.4,2.75,1,2,-0.45
-9,6,46.74,39.68,2,2,1.75,NA,NA,2,1,-0.25
2,6,51.73,69.1,2,1,1.5,1.6,2,1,1,-0.31
2,7,45.3,35.41,2,2,1.25,1.2,1.33,2,2,-0.91
1,2,31.11,23.97,2,3,1,1.8,1.5,2,2,-0.47
2,5,43.82,33.44,2,2,1.5,1.8,1.25,1,2,-0.64
NA,3,41.53,42.76,1,1,1.25,1,1.33,2,1,-0.69
2,6,69.35,54,2,2,2,1,2,2,1,-1.08
1,1,28.68,22.02,2,2,2,4,1.75,1,1,-1
2,NA,63.75,49.22,1,1,1,1.5,1.33,2,NA,NA
2,NA,46.52,43.33,NA,NA,NA,1.4,1.33,1,NA,NA
NA,6,108.78,71.97,2,1,1.75,NA,NA,2,2,1.66
2,8,105.79,76.14,2,1,1.5,NA,NA,1,1,1.37
2,7,150.6,95.06,1,1,1.25,NA,NA,1,1,0.97
2,8,104.64,90.76,1,2,1.5,NA,NA,2,1,1.35
2,7,154.94,123.49,2,1,1.5,NA,NA,1,1,1.16
2,4,67.39,49.51,2,3,1.75,NA,NA,2,1,1.33
2,7,140.82,74.28,1,1,1,NA,NA,2,1,-0.12
NA,7,119.54,78.9,2,2,1.25,NA,NA,2,1,0.97
2,6,76.45,63.21,3,1,1.25,NA,NA,1,2,2.27
2,6,74.29,54.57,2,2,1.75,NA,NA,1,1,0.54
NA,7,NA,NA,NA,NA,NA,NA,NA,1,1,1.2
2,7,114.3,65.45,2,1,1.5,NA,NA,2,1,0.67
NA,8,NA,NA,1,1,1,NA,NA,2,1,0.55
-9,6,NA,NA,2,2,2.25,NA,NA,1,1,1.02
2,7,128.55,105.64,1,1,1,NA,NA,2,1,0.65
2,4,79.05,55.8,2,2,2,NA,NA,2,1,1.07
2,7,99.12,94.28,2,1,2,NA,NA,1,1,1.4
NA,4,99.84,54.88,3,2,2,NA,NA,1,2,1.05
NA,7,104.77,65.81,1,2,1.75,NA,NA,1,1,0.47
2,8,107.61,102.67,2,2,2,NA,NA,2,1,1.11
2,7,87.82,72.41,1,1,1.5,NA,NA,2,1,1.15
2,8,135.9,71.23,1,1,1.25,1.6,2,2,1,1.81
NA,5,NA,NA,2,2,1,NA,NA,2,1,0.08
2,-9,89.08,68.94,1,2,1.25,1,1.25,2,1,0.56
2,9,75.56,90.01,2,2,1.25,1.6,1.5,2,1,1.24
2,9,84.59,71.9,2,2,1.75,1.2,2,1,1,0.45
2,8,75.93,89.46,2,2,1.25,1.4,1.25,1,2,1.25
2,8,97.89,70.48,2,2,1.5,1.2,1.25,1,1,0.39
2,5,77.09,81.5,2,2,1.25,2.2,1.5,1,1,-0.21
2,7,89.14,77.26,2,2,1,1.8,1.75,1,1,0.03
2,8,102.51,72.77,1,2,2,1,1.25,2,1,0.91
2,4,67.91,46.43,1,2,1.25,1.4,2,2,1,-0.01
1,9,78.39,81.02,2,2,1.75,2.4,1.5,1,2,1.15
2,3,66.04,60.55,1,2,1.25,2,2.25,2,1,0.61
2,7,89.98,92.88,1,1,1.5,2,2.25,1,1,0.65
-9,7,103.83,80.77,2,1,1.25,1.4,1.25,2,1,0.91
2,7,117.98,110.32,2,1,2,1.4,1.25,1,1,1.21
2,9,88.28,85.69,3,1,1.75,1.8,2.25,2,1,0.76
1,4,67.6,45.42,1,1,1.5,1.4,1.5,2,1,0.49
2,6,122.29,68.58,1,2,1.25,1.6,1.25,1,1,0.97
2,9,92.23,83.14,2,2,1.25,1,1.5,2,1,1.1
2,4,89.61,54.37,2,2,1.5,1.8,1,1,1,1.63
-9,9,86.43,55.5,2,2,1.25,1.6,2,2,1,0.59
2,8,71.17,82.48,2,2,1,2,1,1,1,1.33
1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
2,7,38.68,38.32,1,4,2.75,2.5,2,2,2,-1.01
2,9,76.56,54.22,2,2,1.75,1.2,1.25,2,1,-0.8
2,5,88.99,53.32,2,2,1.5,1.6,1.25,1,1,0.47
NA,2,35.44,23.13,1,2,1.25,2.2,1.75,1,2,-0.53
NA,4,105.1,78.77,2,2,1.25,1.2,1.25,1,2,-0.05
2,1,57.86,43.38,2,2,1.5,2.8,1.75,1,2,-0.71
NA,5,NA,NA,NA,NA,NA,NA,NA,1,1,-0.69
NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,-0.97
2,6,53.95,63.08,2,2,1.5,1,2.25,1,1,-0.66
NA,8,NA,NA,NA,NA,NA,NA,NA,1,2,-0.5
2,7,59.63,50.81,3,2,1.5,1.8,2,1,2,-0.68
1,2,48.19,46.16,2,2,1,2.2,2,1,2,-0.69
NA,4,NA,NA,NA,NA,NA,NA,NA,2,2,0.26
NA,6,NA,NA,NA,NA,NA,NA,NA,2,2,-0.05
NA,5,NA,NA,NA,NA,NA,NA,NA,2,2,0.68
NA,8,NA,NA,NA,NA,NA,NA,NA,1,1,0.78
2,6,75.1,50.01,3,2,1.5,1,1.25,1,2,-0.74
NA,7,NA,NA,NA,NA,NA,NA,NA,1,1,0.18
NA,4,NA,NA,NA,NA,NA,NA,NA,2,1,0
NA,9,66.51,49.61,2,2,1.5,1.6,1.25,1,2,0.3
NA,7,NA,NA,NA,NA,NA,NA,NA,2,1,-0.39
2,4,62.62,49.1,1,2,1.25,1,1.25,1,2,-0.43
NA,3,60.46,45.08,2,2,2,1,1.25,2,2,0.05
NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,-0.44
NA,5,65.98,48.58,2,2,2,1.2,2,2,1,-0.43
NA,5,102.14,58.75,1,2,1.25,1,1,1,1,-0.17
2,4,103.12,54.69,3,2,2,2,1,1,1,1.14
NA,5,46.64,31.17,2,3,1.25,1.4,1.5,2,1,-0.23
2,6,107.04,76.06,2,2,1.75,1.2,1,2,1,0.46
2,2,64.64,32.95,3,3,2,1.4,1.25,2,1,1.21
2,4,79.18,48.07,2,2,1.5,1.8,1.25,1,1,1.12
2,8,64.14,68.44,2,2,1.25,1,2,2,1,0.62
2,2,87.51,56.07,NA,NA,NA,1,1.25,2,1,-0.54
2,6,77.1,52.82,3,1,2,1.6,1.25,2,1,1.28
2,7,110.9,83.83,2,1,1.25,1,1.25,2,1,0.39
1,3,43.51,26.51,2,3,2,1.6,2,2,1,-0.17
2,8,67.8,62.19,2,2,1.5,1.8,1,1,1,-0.29
2,6,68.61,55.52,3,3,2,2.75,2,1,1,-0.26
2,6,89.23,61.9,2,2,1,3.4,1.5,1,1,-0.49
2,5,76.24,71.49,2,3,1.75,1,3.67,2,1,0.54
2,7,75.74,72.74,1,2,1.25,1.2,1.5,2,1,0.38
2,7,88.84,77.22,2,1,2.25,1.8,1.5,1,1,-0.45
1,8,53.05,46.88,2,3,1.75,1.8,1.5,1,1,-0.18
NA,6,NA,NA,NA,NA,NA,NA,NA,1,1,0.78
NA,3,NA,NA,NA,NA,NA,NA,NA,1,1,1.78
NA,6,NA,NA,NA,NA,NA,NA,NA,1,1,0.48
NA,5,NA,NA,NA,NA,NA,NA,NA,1,1,-0.14
NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0.17
2,-1,51.81,47.8,NA,NA,NA,2.8,1.25,1,2,-0.92
2,5,64.75,77.21,2,2,2.25,1.2,1.5,2,2,-0.65
2,5,67.38,61.74,2,2,1.5,1,1.5,1,NA,NA
2,6,74.84,62.29,2,2,1.5,1,1,2,1,-0.15
NA,6,66.54,54.85,2,2,2.5,1.8,1.67,1,1,-1.05
2,4,59.4,41.13,2,2,2,2,1.5,1,1,-0.54
2,8,120.29,106.58,2,1,1.75,1,1,1,1,0.96
2,NA,32.85,28.74,4,3,1.75,NA,NA,1,NA,NA
2,NA,51.42,50.88,1,2,1.25,1.2,1.75,2,1,-0.51
2,NA,64.28,45.56,2,2,1,NA,NA,1,2,-0.66
NA,5,60.63,52.04,2,2,1.5,1,1,1,2,-0.14
2,3,63.42,51.98,3,2,1.75,1.2,1,2,1,-0.41
2,4,41.84,29.16,2,2,2,NA,NA,2,1,-1
2,1,62.85,49.18,4,3,1.5,1.2,-9,1,1,-1.21
2,5,60.63,70.04,2,2,1.5,1,1,1,1,0.92
2,3,62.03,65.44,2,2,1.25,1,1.75,2,1,0.7
-9,4,NA,NA,1,1,1.75,NA,NA,2,2,-0.98
2,5,48.97,45.85,2,2,1,1.6,1.25,1,NA,NA
2,3,61.65,58.95,2,2,2,3.2,1.5,1,1,-0.54
2,5,53.5,56.4,4,3,1.25,2.2,1.75,1,NA,NA
NA,2,NA,NA,NA,NA,NA,NA,NA,1,1,0.02
NA,-1,NA,NA,NA,NA,NA,NA,NA,2,2,-0.54
NA,-1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
NA,-1,NA,NA,NA,NA,NA,NA,NA,2,2,-0.55
