Special_Education,Fine_Motor_Skill,Reading_Score,Math_Score,Attention_level,Problem_Solving,SadLonely,Externalizing,Internalizing,Gender,White,SES
0.0,5.0,77.89,96.96,2.0,2.0,1.25,2.0,1.25,1.0,1.0,1.04
0.0,7.0,76.23,47.39,2.0,1.0,1.25,1.8,1.25,1.0,1.0,0.13
0.0,9.0,77.71,64.1,3.0,2.0,2.0,1.4,1.5,2.0,1.0,-0.04
0.0,6.0,62.79,40.51,2.0,3.0,1.25,1.6,1.75,2.0,1.0,-0.5
0.0,9.0,83.64,62.46,2.0,2.0,1.5,2.4,1.25,2.0,1.0,-0.78
0.0,6.0,72.3,56.43,2.0,2.0,1.25,1.0,1.75,1.0,1.0,0.4
0.0,5.0,47.41,30.09,2.0,2.0,2.0,1.8,2.0,2.0,2.0,-0.58
0.0,7.0,68.1,61.19,2.0,2.0,2.0,3.2,1.25,1.0,1.0,-0.2
0.0,6.0,66.11,62.43,2.0,2.0,1.5,1.6,2.5,1.0,2.0,-0.83
0.0,8.0,71.77,97.75,2.0,2.0,2.0,2.8,2.25,1.0,1.0,-0.07
0.0,8.0,69.99,64.44,3.0,1.0,1.0,1.4,1.5,1.0,1.0,-0.55
0.0,7.0,107.51,66.14,2.0,1.0,1.75,1.4,1.25,2.0,1.0,0.04
0.0,5.0,71.04,51.87,2.0,2.0,1.25,1.8,1.5,1.0,2.0,-0.85
0.0,4.0,60.74,63.42,3.0,3.0,1.75,3.4,1.25,1.0,1.0,-0.58
0.0,2.0,62.79,46.01,2.0,2.0,1.25,1.8,1.25,1.0,1.0,-0.56
0.0,3.0,57.99,38.7,2.0,2.0,1.5,1.6,2.25,2.0,1.0,-0.08
0.0,5.0,91.23,60.91,2.0,1.0,1.5,1.6,1.25,2.0,1.0,0.87
0.0,6.0,64.63,44.84,2.0,2.0,2.0,1.8,2.25,1.0,1.0,-0.4
0.0,5.0,67.44,61.5,3.0,1.0,1.25,1.8,1.75,1.0,1.0,0.57
0.0,8.0,99.5,71.83,2.0,2.0,1.75,1.0,1.0,2.0,1.0,-0.41
0.0,5.0,92.06,74.01,3.0,2.0,1.25,2.8,1.5,1.0,1.0,-0.36
0.0,8.0,76.89,83.02,2.0,2.0,2.0,1.8,1.5,2.0,1.0,-0.49
0.0,6.0,66.66,64.13,2.0,2.0,1.5,3.2,1.75,1.0,1.0,0.08
0.0,6.0,73.84,53.47,2.0,2.0,2.25,2.2,1.75,2.0,1.0,-0.62
0.0,8.0,85.97,75.14,1.0,2.0,1.5,1.6,1.0,2.0,1.0,0.7
0.0,9.0,106.56,73.76,2.0,1.0,1.0,2.0,1.0,1.0,1.0,-0.26
0.0,8.0,105.56,73.76,1.0,1.0,1.75,1.0,1.25,2.0,1.0,2.18
0.0,7.0,101.59,72.2,2.0,2.0,2.0,1.0,1.25,2.0,1.0,0.26
0.0,6.0,65.67,66.05,1.0,2.0,1.25,1.0,1.25,2.0,1.0,0.07
0.0,6.0,65.51,56.74,3.0,2.0,1.25,1.8,2.0,2.0,2.0,-1.09
0.0,7.0,73.76,54.19,2.0,2.0,1.5,2.0,2.0,2.0,2.0,-0.42
0.0,6.0,70.69,50.54,1.0,2.0,1.25,1.8,2.0,2.0,1.0,1.51
0.0,5.0,119.03,48.76,2.0,2.0,1.75,2.0,2.75,2.0,1.0,-0.62
0.0,4.0,124.2,56.22,2.0,1.0,1.25,2.2,2.0,1.0,1.0,-0.57
1.0,3.0,51.12,45.15,2.0,2.0,1.0,2.0,1.0,2.0,1.0,-0.25
0.0,4.0,71.46,52.54,2.0,2.0,2.25,3.2,2.25,1.0,1.0,-0.32
0.0,6.0,82.47,74.68,2.0,2.0,1.25,1.0,2.0,2.0,1.0,-0.69
0.0,8.0,75.76,87.39,2.0,2.0,1.75,2.6,1.75,2.0,1.0,0.38
0.0,5.0,58.21,44.93,2.0,2.0,1.25,1.2,1.0,2.0,1.0,-0.65
0.0,5.0,108.3,56.64,3.0,2.0,1.25,2.2,3.75,2.0,1.0,-0.57
0.0,8.0,65.27,79.72,2.0,2.0,2.5,1.4,1.25,1.0,1.0,0.12
0.0,8.0,73.16,59.68,2.0,2.0,2.0,1.2,2.0,2.0,1.0,-0.48
0.0,9.0,120.24,114.94,3.0,1.0,1.75,3.2,1.5,1.0,1.0,1.91
0.0,5.0,68.46,76.75,2.0,2.0,1.75,1.2,1.5,2.0,1.0,-0.53
0.0,8.0,100.69,93.36,2.0,2.0,1.75,1.2,1.25,1.0,1.0,0.58
0.0,7.0,88.55,77.95,2.0,2.0,1.5,1.4,1.25,1.0,1.0,0.87
0.0,2.0,100.33,64.43,2.0,2.0,2.0,2.0,1.75,1.0,1.0,1.2
0.0,6.0,70.0,59.37,2.0,2.0,1.5,2.0,2.0,2.0,1.0,1.28
0.0,7.0,101.27,97.88,1.0,2.0,1.5,1.0,1.25,2.0,1.0,0.59
0.0,8.0,77.81,81.67,1.0,1.0,1.5,1.4,1.25,2.0,2.0,-0.58
0.0,6.0,71.38,60.53,2.0,2.0,1.25,1.6,2.0,1.0,1.0,-0.05
0.0,2.0,63.63,57.22,2.0,2.0,1.75,1.0,2.5,2.0,1.0,-0.49
0.0,4.0,75.26,76.75,2.0,2.0,1.25,1.6,1.75,2.0,1.0,0.95
0.0,4.0,106.41,65.4,2.0,1.0,1.5,2.2,2.5,2.0,1.0,-0.33
0.0,6.0,66.49,39.03,2.0,2.0,1.5,1.4,1.5,2.0,1.0,-0.24
0.0,7.0,73.61,58.11,2.0,1.0,1.25,1.4,1.75,1.0,1.0,0.92
0.0,5.0,66.09,71.23,2.0,2.0,1.5,1.4,2.0,1.0,1.0,-0.21
0.0,3.0,101.44,77.46,2.0,2.0,1.5,2.2,2.0,1.0,1.0,-0.4
0.0,7.0,91.72,49.69,2.0,2.0,2.0,1.6,2.0,2.0,1.0,-0.61
0.0,3.0,65.22,53.02,4.0,2.0,1.25,1.6,1.75,2.0,1.0,-0.75
0.0,5.0,47.7,37.82,2.0,2.0,2.5,1.0,2.25,2.0,1.0,-0.59
0.0,5.0,71.61,60.45,4.0,3.0,1.0,1.75,1.5,2.0,1.0,0.03
0.0,5.0,67.29,62.07,2.0,2.0,1.25,1.4,1.5,1.0,1.0,-0.23
0.0,4.0,58.16,48.78,3.0,3.0,2.25,1.0,1.25,1.0,1.0,-0.47
0.0,4.0,56.89,59.81,3.0,1.0,2.0,2.0,1.75,1.0,1.0,-0.61
0.0,2.0,61.07,42.22,3.0,2.0,2.0,2.8,2.75,1.0,1.0,-0.48
0.0,5.0,87.09,64.99,1.0,1.0,1.75,1.2,1.0,2.0,1.0,-0.71
0.0,6.0,60.06,44.77,2.0,2.0,1.25,2.2,1.75,2.0,1.0,-0.38
0.0,7.0,108.06,76.34,1.0,1.0,1.5,1.0,1.25,2.0,1.0,0.73
0.0,3.0,75.08,52.58,2.0,2.0,1.5,1.2,1.25,2.0,1.0,-0.47
0.0,2.0,65.12,60.21,2.0,2.0,1.5,2.0,2.0,1.0,1.0,1.03
0.0,4.0,50.33,52.99,2.0,2.0,2.25,2.6,1.25,1.0,1.0,-0.25
0.0,8.0,88.02,77.77,1.0,1.0,1.25,1.2,1.25,1.0,1.0,0.26
0.0,7.0,137.7,76.19,2.0,2.0,1.75,1.2,1.25,1.0,1.0,-0.09
0.0,8.0,88.04,66.58,2.0,2.0,1.25,1.4,1.25,2.0,1.0,-0.22
0.0,8.0,99.48,64.83,2.0,2.0,1.25,1.2,1.25,1.0,1.0,1.2
0.0,9.0,59.36,54.79,2.0,2.0,2.25,1.0,1.25,2.0,1.0,-0.48
0.0,8.0,64.94,43.33,2.0,2.0,1.75,2.8,1.25,2.0,1.0,-0.54
0.0,9.0,110.21,79.96,2.0,2.0,1.75,1.6,1.0,1.0,1.0,0.26
0.0,9.0,96.81,77.03,2.0,2.0,1.25,1.0,1.0,2.0,1.0,0.06
0.0,8.0,98.85,71.98,2.0,2.0,1.25,1.4,1.25,2.0,1.0,0.45
0.0,7.0,68.89,41.48,2.0,2.0,2.25,2.8,2.0,1.0,1.0,0.85
1.0,3.0,48.97,63.17,2.0,3.0,1.75,2.0,1.75,1.0,1.0,-0.31
0.0,8.0,107.26,69.79,2.0,2.0,2.0,1.0,1.25,2.0,1.0,0.32
0.0,3.0,78.8,48.68,2.0,2.0,1.5,1.8,1.0,1.0,1.0,0.34
0.0,7.0,123.93,80.38,3.0,1.0,1.75,1.2,1.0,1.0,1.0,-0.12
0.0,6.0,106.16,73.71,2.0,1.0,1.75,1.4,1.0,2.0,1.0,-0.17
0.0,6.0,77.7,52.96,2.0,2.0,1.25,2.2,1.5,2.0,1.0,-0.29
0.0,7.0,89.27,104.66,1.0,1.0,1.25,1.0,1.0,1.0,1.0,0.5
0.0,4.0,72.12,55.47,2.0,1.0,1.75,1.6,1.25,2.0,1.0,0.26
0.0,8.0,82.13,53.33,3.0,2.0,1.75,1.4,1.5,1.0,1.0,-0.39
0.0,6.0,95.78,55.85,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.15
0.0,8.0,82.52,61.13,2.0,2.0,2.0,1.4,1.0,2.0,1.0,0.33
0.0,8.0,80.88,57.63,2.0,2.0,1.5,1.0,1.25,2.0,1.0,1.2
0.0,4.0,90.12,71.37,2.0,2.0,1.25,1.2,1.0,1.0,1.0,-0.39
0.0,6.0,88.06,80.3,1.0,1.0,1.5,1.6,1.5,2.0,1.0,0.38
0.0,7.0,88.97,86.48,1.0,1.0,1.25,1.0,1.75,2.0,1.0,-0.53
0.0,8.0,147.18,95.16,2.0,1.0,1.25,1.0,1.25,1.0,1.0,0.24
0.0,5.0,78.35,58.06,2.0,2.0,2.0,2.0,1.5,2.0,1.0,0.15
1.0,6.0,54.95,55.87,3.0,2.0,2.0,2.6,2.25,1.0,1.0,-0.54
0.0,6.0,67.27,52.87,2.0,2.0,1.5,1.6,1.75,1.0,1.0,0.74
0.0,9.0,128.13,68.01,1.0,1.0,1.5,1.8,2.0,2.0,1.0,0.06
0.0,6.0,77.66,68.91,2.0,2.0,1.25,1.0,1.0,2.0,1.0,-0.64
0.0,6.0,130.47,85.75,2.0,1.0,1.25,1.8,1.25,1.0,1.0,0.57
0.0,8.0,106.44,91.1,2.0,1.0,1.5,2.0,2.0,2.0,1.0,0.6
0.0,8.0,73.35,79.79,1.0,1.0,1.75,1.0,1.75,2.0,1.0,1.14
0.0,6.0,91.08,58.27,1.0,1.0,1.25,1.4,2.0,1.0,1.0,-0.15
0.0,5.0,69.1,49.6,2.0,2.0,1.75,1.0,2.0,2.0,1.0,0.43
0.0,8.0,96.97,76.28,1.0,1.0,1.5,1.0,1.25,1.0,1.0,0.53
0.0,7.0,67.46,69.18,2.0,1.0,1.5,2.2,1.25,1.0,1.0,0.2
0.0,7.0,124.86,72.01,2.0,1.0,1.25,1.0,1.0,2.0,1.0,-0.28
0.0,7.0,84.36,87.76,1.0,1.0,1.25,2.0,2.0,1.0,1.0,-0.43
0.0,5.0,49.53,39.51,2.0,2.0,1.5,1.4,1.75,2.0,1.0,-0.82
1.0,5.0,42.38,50.84,4.0,3.0,1.5,1.2,2.25,1.0,1.0,-0.35
0.0,3.0,60.48,55.02,2.0,2.0,1.25,2.0,2.0,1.0,1.0,-0.64
0.0,7.0,61.55,58.49,2.0,2.0,1.75,1.6,1.25,2.0,1.0,0.02
0.0,7.0,88.19,48.44,2.0,2.0,1.25,2.0,1.5,2.0,1.0,-0.16
0.0,6.0,75.34,49.68,2.0,2.0,1.5,1.6,1.75,2.0,1.0,-0.15
0.0,9.0,73.85,79.87,2.0,2.0,2.0,1.8,1.25,1.0,1.0,-0.06
0.0,8.0,76.74,44.78,2.0,2.0,1.75,1.2,1.25,2.0,1.0,-0.6
0.0,4.0,60.22,45.29,2.0,2.0,1.5,1.6,1.25,2.0,1.0,-0.38
0.0,5.0,75.31,57.87,2.0,2.0,1.5,1.4,1.25,2.0,1.0,0.02
0.0,3.0,72.32,48.74,2.0,2.0,1.0,1.6,1.25,1.0,1.0,-0.17
0.0,4.0,72.19,47.75,2.0,2.0,1.75,1.4,1.33,2.0,1.0,0.07
0.0,4.0,66.88,65.23,2.0,2.0,1.25,2.0,1.25,1.0,1.0,0.47
0.0,8.0,68.16,55.11,2.0,2.0,1.25,1.8,1.75,2.0,1.0,-0.18
0.0,4.0,73.9,78.18,1.0,1.0,1.5,2.4,1.75,1.0,1.0,1.28
0.0,5.0,56.67,51.38,2.0,2.0,1.5,2.2,2.0,1.0,1.0,-0.33
0.0,7.0,80.46,48.9,2.0,2.0,1.5,1.4,2.0,2.0,1.0,-0.17
0.0,6.0,74.69,49.86,3.0,2.0,1.5,2.0,2.0,2.0,1.0,-0.39
0.0,9.0,64.57,58.47,2.0,1.0,1.5,1.4,1.75,1.0,1.0,0.45
0.0,8.0,87.78,56.64,2.0,2.0,1.5,2.6,1.75,1.0,1.0,0.95
0.0,6.0,76.63,95.28,2.0,1.0,1.5,1.0,2.0,2.0,1.0,1.03
0.0,6.0,98.06,76.11,2.0,1.0,1.5,2.2,1.5,2.0,1.0,1.57
0.0,8.0,81.4,85.52,2.0,2.0,1.75,1.8,1.25,1.0,1.0,-0.54
0.0,8.0,77.56,57.65,1.0,2.0,1.25,1.6,1.5,2.0,2.0,1.18
0.0,8.0,92.58,94.14,2.0,1.0,1.25,1.8,2.25,1.0,1.0,0.29
0.0,8.0,66.04,74.33,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.57
0.0,9.0,73.53,78.85,2.0,2.0,1.25,2.2,2.0,1.0,1.0,-0.4
0.0,6.0,89.08,67.22,1.0,2.0,1.25,2.0,1.75,1.0,1.0,1.33
0.0,7.0,76.23,77.86,2.0,2.0,1.25,1.8,1.0,2.0,1.0,-0.2
0.0,7.0,61.0,49.27,2.0,2.0,1.25,2.0,2.5,2.0,1.0,-0.14
0.0,8.0,72.39,69.04,3.0,2.0,1.75,2.0,2.5,1.0,1.0,0.37
0.0,7.0,97.49,76.04,2.0,1.0,2.0,2.2,2.0,2.0,1.0,0.69
0.0,6.0,80.13,92.42,2.0,2.0,1.25,1.8,1.75,1.0,1.0,-0.47
0.0,9.0,119.47,88.87,2.0,2.0,2.0,1.0,1.25,2.0,2.0,-0.58
0.0,3.0,89.62,77.78,1.0,1.0,2.0,1.0,1.25,1.0,1.0,1.43
0.0,5.0,87.31,67.37,1.0,1.0,1.75,1.0,1.25,1.0,1.0,1.64
0.0,6.0,61.15,69.98,2.0,2.0,1.0,1.4,1.75,1.0,1.0,-0.45
0.0,6.0,102.51,91.2,1.0,1.0,1.25,1.6,1.75,2.0,1.0,-0.3
0.0,6.0,66.38,48.25,2.0,2.0,2.5,1.4,1.75,1.0,2.0,-1.14
1.0,3.0,66.1,53.2,3.0,2.0,1.75,1.4,2.75,2.0,1.0,-0.7
0.0,6.0,87.43,61.38,2.0,1.0,1.25,2.0,2.0,1.0,2.0,0.1
0.0,9.0,57.5,48.09,2.0,2.0,1.5,1.4,1.25,2.0,1.0,-0.09
0.0,7.0,96.6,93.44,2.0,2.0,1.25,1.2,1.25,2.0,1.0,1.24
0.0,5.0,66.15,56.71,1.0,2.0,2.0,1.2,1.25,2.0,1.0,-0.38
0.0,9.0,87.47,107.81,2.0,2.0,1.5,2.0,1.0,1.0,1.0,-0.55
0.0,9.0,68.04,52.61,2.0,2.0,1.25,1.2,1.25,2.0,2.0,-0.4
0.0,7.0,76.39,77.79,2.0,1.0,1.25,1.6,1.5,1.0,1.0,1.57
0.0,5.0,92.1,65.09,1.0,2.0,1.25,1.5,1.0,2.0,1.0,-0.26
0.0,7.0,75.25,57.41,1.0,1.0,2.0,1.0,1.5,2.0,1.0,-0.06
0.0,6.0,99.92,74.79,2.0,1.0,1.5,1.0,1.67,1.0,1.0,-0.4
0.0,4.0,88.63,84.71,2.0,2.0,1.75,2.2,1.25,1.0,2.0,-0.21
0.0,8.0,75.31,43.76,2.0,2.0,1.5,1.6,1.25,2.0,1.0,-0.14
0.0,6.0,78.42,48.36,2.0,2.0,2.0,1.6,1.0,2.0,1.0,-0.11
0.0,6.0,106.09,61.83,4.0,1.0,1.75,2.2,1.0,1.0,1.0,0.09
0.0,3.0,60.43,63.04,2.0,2.0,1.25,1.5,1.33,1.0,1.0,-0.18
0.0,7.0,66.6,67.37,2.0,2.0,1.25,1.2,1.25,1.0,1.0,0.57
0.0,7.0,78.64,80.93,2.0,2.0,1.25,1.2,1.5,2.0,1.0,0.55
0.0,6.0,65.32,53.84,1.0,1.0,1.5,1.8,1.5,1.0,1.0,-0.2
0.0,7.0,91.41,65.08,1.0,2.0,1.5,1.6,1.25,1.0,1.0,0.61
0.0,6.0,144.67,96.27,2.0,1.0,1.5,2.6,1.25,2.0,1.0,0.4
0.0,8.0,91.13,57.33,2.0,1.0,1.25,2.2,1.25,2.0,1.0,0.09
0.0,6.0,72.13,47.36,2.0,2.0,1.25,1.6,2.0,2.0,1.0,-0.92
0.0,4.0,84.49,41.13,2.0,2.0,1.25,1.0,2.25,2.0,1.0,0.04
0.0,0.0,76.55,52.14,2.0,3.0,1.75,2.2,1.25,1.0,2.0,0.09
0.0,3.0,76.69,57.67,2.0,2.0,1.0,1.6,1.75,1.0,1.0,-1.82
0.0,6.0,63.54,56.56,2.0,2.0,1.75,2.6,1.5,1.0,1.0,-0.77
0.0,8.0,69.37,58.6,1.0,2.0,1.5,1.4,1.5,2.0,1.0,0.57
0.0,7.0,110.48,100.21,2.0,2.0,2.0,1.8,1.0,1.0,2.0,1.11
0.0,7.0,88.23,74.75,2.0,2.0,1.5,2.2,1.25,1.0,2.0,-0.43
0.0,5.0,62.5,49.0,2.0,2.0,1.75,2.0,1.25,1.0,2.0,0.01
0.0,3.0,63.63,65.68,2.0,2.0,1.25,1.2,1.75,1.0,2.0,-0.44
0.0,8.0,51.06,47.49,2.0,2.0,2.0,1.2,1.5,2.0,2.0,-0.03
0.0,9.0,78.14,77.86,2.0,1.0,1.75,1.2,1.75,2.0,1.0,-0.76
0.0,8.0,60.56,43.5,3.0,2.0,1.0,1.0,1.25,1.0,2.0,-0.05
0.0,6.0,59.2,42.34,2.0,2.0,1.25,2.2,1.25,2.0,2.0,0.33
0.0,6.0,86.52,49.5,2.0,2.0,1.25,1.0,1.75,2.0,2.0,-0.48
0.0,6.0,55.82,39.05,2.0,2.0,2.0,1.4,2.0,1.0,2.0,-0.44
0.0,8.0,90.79,72.31,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.33
0.0,4.0,74.83,58.36,2.0,2.0,1.25,1.6,2.25,1.0,2.0,-1.03
0.0,8.0,88.67,92.78,4.0,2.0,1.25,3.6,2.0,2.0,2.0,-0.1
0.0,7.0,106.23,79.8,2.0,2.0,2.25,1.8,1.75,2.0,2.0,1.43
0.0,3.0,65.87,57.16,1.0,1.0,1.25,1.4,1.5,2.0,2.0,-1.11
0.0,8.0,89.92,61.8,1.0,1.0,1.33,1.0,1.75,2.0,2.0,-1.11
0.0,5.0,42.68,71.02,1.0,2.0,2.0,1.0,1.5,2.0,1.0,-0.92
0.0,6.0,62.7,69.57,2.0,2.0,1.25,2.25,2.0,2.0,1.0,-0.72
0.0,4.0,82.83,65.04,2.0,1.0,1.5,1.0,1.25,1.0,2.0,-0.71
0.0,5.0,45.65,32.09,2.0,2.0,1.0,2.0,1.0,2.0,2.0,-0.33
0.0,6.0,74.54,58.07,2.0,2.0,1.67,1.4,1.25,1.0,2.0,-0.3
0.0,5.0,69.61,53.79,2.0,2.0,1.75,1.0,2.0,2.0,2.0,-0.29
0.0,7.0,65.58,60.99,2.0,2.0,1.5,2.0,1.25,1.0,2.0,-0.67
0.0,6.0,118.45,67.17,2.0,2.0,1.75,1.0,1.75,1.0,2.0,-0.25
0.0,7.0,50.61,46.71,2.0,2.0,1.25,1.0,1.25,2.0,2.0,-0.42
0.0,3.0,58.34,36.83,2.0,2.0,1.75,3.0,1.75,1.0,2.0,-0.26
0.0,7.0,44.56,48.7,2.0,2.0,2.25,1.8,1.5,1.0,2.0,-1.01
0.0,3.0,41.26,44.12,2.0,2.0,1.0,2.0,1.33,1.0,2.0,-1.11
0.0,1.0,47.35,48.88,2.0,3.0,1.25,1.0,1.5,2.0,2.0,-1.33
0.0,4.0,41.68,34.05,1.0,2.0,1.75,1.2,1.5,2.0,2.0,-1.41
0.0,7.0,41.79,45.29,2.0,2.0,2.0,2.2,2.0,2.0,2.0,-1.04
0.0,7.0,88.4,55.78,2.0,2.0,1.5,1.4,1.5,2.0,2.0,0.38
0.0,6.0,76.74,51.84,3.0,2.0,1.25,1.6,2.25,2.0,2.0,0.49
0.0,7.0,64.94,67.52,2.0,2.0,1.75,1.2,1.75,1.0,2.0,-0.5
0.0,7.0,76.39,104.92,2.0,2.0,1.5,3.0,1.75,1.0,1.0,-0.04
0.0,7.0,106.1,59.63,2.0,2.0,1.25,1.8,1.75,2.0,1.0,0.58
0.0,8.0,82.5,53.31,2.0,2.0,1.25,1.2,1.0,2.0,1.0,0.22
0.0,7.0,120.68,69.75,2.0,2.0,1.5,1.4,1.5,2.0,2.0,0.52
0.0,7.0,91.47,88.22,1.0,1.0,1.25,1.8,1.25,2.0,2.0,-0.36
0.0,5.0,89.06,66.46,2.0,2.0,1.75,1.8,1.75,1.0,2.0,0.07
0.0,4.0,120.89,91.98,2.0,2.0,2.0,1.8,1.75,1.0,1.0,-0.39
0.0,4.0,121.14,104.44,1.0,2.0,1.25,1.0,1.0,2.0,1.0,0.84
0.0,3.0,90.54,38.37,2.0,2.0,1.25,1.4,1.25,1.0,2.0,-0.59
0.0,7.0,105.88,75.61,2.0,2.0,2.0,1.6,1.0,1.0,2.0,-0.08
0.0,7.0,76.45,72.29,2.0,2.0,1.75,2.0,3.0,2.0,2.0,0.73
0.0,4.0,55.13,46.58,3.0,2.0,1.5,1.2,1.75,1.0,2.0,0.76
0.0,5.0,110.31,71.01,2.0,1.0,1.25,1.2,1.0,2.0,2.0,0.92
0.0,5.0,64.34,51.72,4.0,2.0,2.0,1.6,1.25,1.0,2.0,-0.2
0.0,7.0,67.56,64.54,2.0,1.0,1.25,1.0,1.25,2.0,2.0,1.17
0.0,8.0,124.41,60.93,1.0,1.0,1.0,1.0,1.25,1.0,2.0,1.44
0.0,9.0,114.96,68.91,2.0,1.0,1.5,1.0,1.25,2.0,2.0,2.25
0.0,5.0,76.99,66.04,2.0,2.0,2.0,1.0,1.75,2.0,2.0,-0.53
0.0,8.0,59.99,57.34,1.0,1.0,1.0,2.4,1.75,2.0,2.0,0.18
0.0,8.0,70.01,64.19,1.0,2.0,1.25,1.2,1.25,2.0,2.0,-0.64
0.0,3.0,73.93,56.33,2.0,2.0,1.5,2.2,1.5,2.0,2.0,-0.36
0.0,6.0,89.96,59.83,2.0,1.0,2.0,3.2,1.25,1.0,2.0,-0.96
0.0,5.0,48.73,52.39,2.0,1.0,1.25,1.0,1.0,1.0,2.0,-0.64
0.0,3.0,102.16,88.72,2.0,1.0,1.5,1.2,2.0,1.0,1.0,-0.21
0.0,5.0,103.93,76.53,3.0,2.0,2.25,1.8,1.25,1.0,1.0,-0.2
0.0,5.0,137.55,81.93,2.0,2.0,1.25,1.0,3.5,1.0,2.0,0.62
0.0,6.0,68.54,59.99,2.0,2.0,1.25,2.0,2.0,1.0,1.0,0.35
0.0,5.0,74.07,51.78,2.0,2.0,1.75,2.4,3.5,1.0,1.0,-0.12
0.0,8.0,90.22,75.51,2.0,1.0,1.25,1.0,2.0,1.0,2.0,0.13
0.0,6.0,60.44,53.42,2.0,2.0,2.25,4.0,2.0,1.0,1.0,0.17
0.0,5.0,74.1,50.39,3.0,2.0,2.75,2.2,3.5,2.0,1.0,-0.59
0.0,4.0,83.86,84.83,2.0,2.0,1.5,2.0,2.0,1.0,2.0,0.5
0.0,7.0,92.43,92.1,3.0,2.0,1.5,1.2,1.5,1.0,1.0,-0.92
0.0,8.0,45.54,31.93,2.0,2.0,1.5,1.0,1.75,1.0,2.0,-0.88
0.0,6.0,66.19,46.44,1.0,1.0,1.75,1.0,1.0,2.0,2.0,-0.11
0.0,8.0,49.31,30.04,2.0,2.0,1.75,1.2,1.75,1.0,2.0,-0.62
0.0,7.0,65.53,47.64,1.0,1.0,2.0,1.2,2.0,2.0,2.0,-1.07
0.0,9.0,55.75,43.55,2.0,2.0,2.5,1.0,1.75,1.0,2.0,-1.05
0.0,6.0,49.09,57.52,2.0,2.0,1.5,1.2,1.5,1.0,2.0,-0.63
0.0,8.0,41.77,42.05,2.0,2.0,2.0,1.0,1.75,2.0,2.0,-0.49
0.0,9.0,93.17,66.41,2.0,2.0,1.25,1.2,1.5,1.0,2.0,-0.81
0.0,9.0,87.49,65.0,1.0,1.0,1.75,1.8,2.0,1.0,2.0,0.57
0.0,5.0,83.21,61.56,2.0,2.0,1.25,1.4,2.0,2.0,1.0,0.1
0.0,7.0,105.48,117.05,2.0,2.0,1.5,1.4,2.0,2.0,1.0,0.63
0.0,4.0,65.44,47.1,2.0,2.0,2.0,1.0,1.75,1.0,1.0,0.05
0.0,7.0,88.14,70.91,2.0,2.0,2.5,1.4,1.25,2.0,1.0,0.32
0.0,5.0,86.16,65.66,1.0,1.0,1.5,1.6,1.25,1.0,1.0,0.69
0.0,9.0,98.55,95.18,2.0,2.0,1.5,1.0,1.25,2.0,1.0,1.1
0.0,6.0,74.89,67.24,2.0,2.0,2.0,1.0,2.0,1.0,1.0,0.07
1.0,2.0,55.73,54.16,3.0,1.0,2.5,2.8,3.0,1.0,1.0,-0.44
0.0,2.0,75.38,84.22,3.0,2.0,1.75,1.6,2.5,2.0,1.0,0.81
0.0,6.0,77.7,58.66,1.0,1.0,1.75,1.8,1.5,2.0,2.0,0.48
0.0,6.0,64.37,47.21,2.0,1.0,1.5,1.6,1.25,2.0,1.0,-0.95
0.0,5.0,58.13,43.53,2.0,2.0,1.0,2.4,1.25,1.0,2.0,-0.68
0.0,7.0,85.92,62.49,1.0,1.0,1.0,1.0,1.25,2.0,2.0,-0.93
0.0,6.0,59.66,67.72,1.0,1.0,2.5,2.0,2.0,2.0,1.0,-0.46
0.0,5.0,64.68,48.54,2.0,2.0,1.75,1.2,1.5,2.0,2.0,-0.51
0.0,8.0,66.82,47.51,2.0,2.0,1.5,1.0,2.0,1.0,1.0,-0.16
0.0,6.0,91.6,81.72,2.0,1.0,1.5,1.0,1.25,2.0,2.0,-0.58
0.0,7.0,90.62,59.64,2.0,2.0,1.25,1.4,1.0,2.0,2.0,-0.53
0.0,4.0,65.7,51.47,2.0,2.0,1.5,1.6,1.25,1.0,2.0,-0.94
0.0,5.0,46.96,54.34,3.0,2.0,2.25,2.6,2.0,1.0,2.0,0.24
1.0,5.0,41.42,34.79,3.0,2.0,1.75,1.6,2.0,1.0,1.0,-0.63
0.0,2.0,74.01,64.73,2.0,2.0,2.0,1.0,1.25,2.0,2.0,0.48
0.0,8.0,53.3,49.89,3.0,2.0,1.5,1.6,1.25,1.0,2.0,1.3
0.0,2.0,64.51,49.04,2.0,2.0,1.5,2.2,2.0,2.0,2.0,0.69
0.0,5.0,75.37,63.57,2.0,2.0,2.5,2.2,1.75,2.0,2.0,0.08
0.0,3.0,59.36,61.01,2.0,1.0,1.25,1.0,1.5,1.0,2.0,0.52
1.0,4.0,51.97,49.29,2.0,3.0,1.75,2.8,2.25,1.0,2.0,0.18
0.0,8.0,59.7,54.78,2.0,2.0,1.5,2.0,2.0,2.0,2.0,0.49
0.0,8.0,152.58,97.74,1.0,1.0,1.5,1.4,2.0,2.0,2.0,0.85
0.0,8.0,77.86,70.2,2.0,2.0,1.75,1.8,1.5,2.0,1.0,1.66
0.0,4.0,105.75,62.17,2.0,2.0,1.25,1.4,1.75,2.0,1.0,-0.31
