Special_Education,Fine_Motor_Skill,Reading_Score,Math_Score,Attention_level,Problem_Solving,SadLonely,Externalizing,Internalizing,Gender,White,SES
0.0,6.0,80.81,64.72,3.0,3.0,1.25,2.4,1.25,2.0,2.0,-0.87
0.0,5.0,77.0,57.61,2.0,2.0,1.25,1.0,1.75,1.0,1.0,-0.48
0.0,6.0,63.99,55.08,2.0,2.0,1.25,1.2,1.5,2.0,2.0,-0.41
0.0,4.0,64.26,64.85,2.0,1.0,1.25,2.0,2.0,1.0,2.0,-0.69
0.0,7.0,78.85,55.63,1.0,1.0,1.5,2.0,2.0,2.0,2.0,-0.68
0.0,2.0,65.57,43.92,3.0,2.0,2.25,3.4,2.0,1.0,2.0,-0.76
0.0,6.0,87.43,77.88,1.0,1.0,2.25,1.0,1.5,2.0,2.0,-0.54
0.0,6.0,88.22,74.95,2.0,1.0,2.0,1.8,1.75,2.0,2.0,-0.53
1.0,7.0,36.23,26.53,2.0,2.0,1.5,1.4,2.0,1.0,2.0,-0.88
0.0,1.0,71.32,55.72,2.0,2.0,2.0,1.4,1.5,1.0,2.0,-0.48
0.0,3.0,58.79,50.59,2.0,2.0,1.5,1.6,1.75,1.0,2.0,-0.83
0.0,7.0,71.73,49.48,2.0,2.0,1.0,1.25,2.0,2.0,1.0,-0.48
0.0,4.0,64.86,54.63,3.0,3.0,1.5,2.0,2.0,2.0,2.0,-1.18
0.0,6.0,89.49,56.66,2.0,2.0,2.0,1.0,1.25,2.0,2.0,-0.24
0.0,8.0,89.47,64.92,2.0,2.0,1.75,1.4,1.0,2.0,2.0,-0.11
0.0,4.0,88.75,61.39,2.0,2.0,1.25,1.0,1.75,2.0,1.0,0.35
0.0,3.0,45.38,46.2,2.0,2.0,1.5,1.2,1.25,1.0,1.0,-0.05
0.0,7.0,62.28,49.46,2.0,2.0,1.0,1.6,1.0,1.0,1.0,0.05
0.0,9.0,74.84,66.13,1.0,1.0,1.5,1.0,1.75,2.0,1.0,0.55
0.0,4.0,71.83,47.07,3.0,2.0,1.25,3.4,2.75,1.0,1.0,-0.53
0.0,8.0,65.11,56.4,2.0,2.0,1.75,1.6,1.5,1.0,1.0,-0.41
0.0,7.0,40.0,34.14,2.0,2.0,1.0,1.6,1.5,1.0,1.0,0.14
0.0,8.0,78.16,66.53,2.0,2.0,1.5,1.0,1.25,1.0,1.0,-0.08
0.0,8.0,75.55,63.88,2.0,2.0,1.25,1.8,2.0,2.0,2.0,-0.44
1.0,8.0,92.62,81.86,2.0,1.0,1.0,1.4,1.75,1.0,1.0,0.14
0.0,8.0,66.37,46.93,2.0,2.0,2.0,2.2,2.0,2.0,1.0,0.14
0.0,5.0,110.54,98.13,2.0,1.0,1.5,1.0,2.25,2.0,1.0,0.36
0.0,7.0,103.61,97.38,2.0,1.0,1.75,1.2,1.25,2.0,1.0,1.39
0.0,5.0,45.83,37.88,2.0,2.0,1.75,1.6,1.5,1.0,1.0,0.78
0.0,4.0,75.35,44.36,2.0,2.0,1.5,1.4,1.25,2.0,2.0,-0.1
0.0,4.0,84.84,53.76,2.0,2.0,1.25,1.8,2.5,2.0,2.0,-0.1
1.0,8.0,89.05,102.09,2.0,2.0,1.5,1.0,1.25,1.0,2.0,1.07
0.0,5.0,119.15,62.92,1.0,1.0,2.0,1.0,1.25,2.0,2.0,0.53
0.0,2.0,70.55,52.74,1.0,1.0,3.25,2.0,2.25,2.0,2.0,-1.66
0.0,8.0,122.24,83.04,1.0,1.0,1.5,1.4,1.5,1.0,1.0,0.85
0.0,5.0,65.0,41.25,3.0,2.0,1.25,2.0,1.0,1.0,1.0,0.36
1.0,6.0,37.72,27.46,2.0,2.0,2.25,1.8,2.0,1.0,2.0,-1.5
1.0,7.0,65.94,56.99,3.0,2.0,1.0,1.6,1.75,1.0,1.0,0.01
0.0,9.0,79.06,76.52,2.0,2.0,1.25,1.0,1.25,2.0,1.0,-0.04
1.0,8.0,138.66,96.19,2.0,1.0,1.25,1.4,2.0,2.0,1.0,0.41
1.0,4.0,119.18,83.76,2.0,1.0,2.0,1.0,1.25,1.0,1.0,1.32
0.0,5.0,90.42,68.37,2.0,2.0,1.75,1.0,1.0,2.0,1.0,0.06
0.0,6.0,88.64,64.53,2.0,1.0,1.25,1.8,1.0,2.0,2.0,-0.31
0.0,7.0,97.65,84.62,1.0,2.0,1.5,1.2,1.25,1.0,1.0,2.04
0.0,6.0,121.47,83.92,2.0,2.0,1.25,2.0,1.75,1.0,1.0,1.08
0.0,7.0,55.62,55.33,2.0,1.0,1.5,2.0,1.75,1.0,1.0,-0.13
0.0,8.0,121.2,73.27,3.0,1.0,1.75,2.0,1.5,1.0,1.0,1.26
0.0,7.0,74.74,64.0,2.0,2.0,1.75,2.0,1.5,1.0,1.0,-0.04
0.0,7.0,121.52,89.22,2.0,1.0,2.0,1.8,1.0,1.0,1.0,1.21
0.0,8.0,65.84,61.72,3.0,2.0,1.75,2.4,2.25,1.0,1.0,0.57
0.0,5.0,73.38,83.57,2.0,1.0,1.0,1.4,1.0,1.0,1.0,1.27
0.0,6.0,75.46,77.67,2.0,2.0,1.25,1.0,1.0,1.0,1.0,1.4
0.0,8.0,139.47,93.97,1.0,1.0,1.75,1.0,1.5,2.0,1.0,2.28
0.0,8.0,104.82,81.86,1.0,1.0,2.0,1.2,1.0,2.0,1.0,2.41
0.0,6.0,58.49,61.43,2.0,1.0,1.5,2.8,2.75,1.0,1.0,0.91
0.0,7.0,87.99,73.17,3.0,1.0,1.0,3.0,1.25,1.0,1.0,1.3
0.0,9.0,86.39,93.34,1.0,2.0,2.0,1.4,1.0,1.0,1.0,1.72
0.0,7.0,80.91,57.34,2.0,1.0,1.75,2.2,1.75,1.0,1.0,1.37
0.0,7.0,164.24,82.61,1.0,1.0,2.25,2.8,2.0,1.0,1.0,1.87
0.0,8.0,72.06,78.68,3.0,2.0,2.0,3.5,2.25,1.0,1.0,1.72
0.0,7.0,69.3,61.26,1.0,1.0,1.5,1.2,1.25,2.0,2.0,-0.06
0.0,5.0,89.43,53.99,2.0,2.0,1.0,1.6,1.0,2.0,2.0,-1.01
0.0,6.0,48.67,48.87,2.0,1.0,2.0,1.4,1.25,1.0,2.0,-0.36
0.0,8.0,71.84,53.99,3.0,3.0,1.75,1.0,1.25,2.0,2.0,-1.29
0.0,0.0,45.7,27.33,2.0,2.0,1.75,2.4,1.75,2.0,2.0,-0.63
0.0,8.0,62.86,55.26,2.0,2.0,2.0,1.2,1.0,2.0,2.0,0.44
0.0,6.0,106.12,56.05,2.0,2.0,2.25,1.2,1.25,2.0,2.0,-0.64
0.0,6.0,54.44,51.89,2.0,2.0,1.0,1.0,1.5,2.0,2.0,-0.06
0.0,7.0,57.48,36.41,3.0,3.0,2.0,2.2,1.5,2.0,2.0,0.04
0.0,3.0,65.82,44.44,3.0,3.0,3.0,1.4,2.0,2.0,2.0,-0.93
0.0,0.0,31.35,17.46,2.0,2.0,2.75,1.8,2.5,2.0,2.0,-0.9
0.0,8.0,75.18,60.36,2.0,1.0,2.25,1.8,1.25,2.0,2.0,0.0
0.0,9.0,61.65,60.81,2.0,1.0,1.5,2.2,2.0,1.0,2.0,-0.75
1.0,2.0,35.02,19.03,3.0,3.0,2.25,3.0,2.25,1.0,2.0,-0.52
0.0,2.0,49.63,39.93,2.0,2.0,1.5,1.8,1.25,1.0,2.0,-0.69
0.0,6.0,46.47,40.02,2.0,2.0,1.75,1.6,1.0,2.0,2.0,-3.27
0.0,5.0,42.55,35.36,2.0,2.0,1.5,2.4,2.0,2.0,2.0,-1.29
0.0,5.0,35.17,42.99,2.0,2.0,1.0,3.2,3.25,1.0,2.0,-0.96
0.0,6.0,88.66,45.01,1.0,1.0,1.25,2.0,1.25,1.0,2.0,-0.69
0.0,6.0,98.2,73.01,1.0,1.0,1.0,1.2,1.25,2.0,2.0,-0.31
0.0,6.0,66.52,53.96,2.0,2.0,1.5,1.6,1.0,1.0,2.0,-2.65
0.0,5.0,65.09,48.43,2.0,2.0,2.25,1.6,1.75,1.0,2.0,0.11
0.0,8.0,80.55,71.52,1.0,2.0,1.75,1.2,1.25,2.0,2.0,0.75
0.0,9.0,46.68,37.48,2.0,1.0,1.5,1.8,2.0,2.0,2.0,-0.07
0.0,3.0,62.91,42.93,2.0,2.0,1.75,1.8,1.75,1.0,2.0,-0.03
0.0,6.0,49.03,47.52,3.0,2.0,1.5,1.6,1.5,1.0,2.0,-0.59
1.0,5.0,41.79,45.67,3.0,2.0,1.75,1.4,2.0,2.0,2.0,-0.68
0.0,3.0,43.57,29.16,2.0,2.0,1.5,1.4,1.5,1.0,2.0,-0.93
0.0,4.0,67.47,40.36,2.0,2.0,1.25,1.2,2.0,2.0,1.0,-0.83
0.0,9.0,96.87,67.13,2.0,1.0,1.0,3.0,2.25,1.0,2.0,-0.38
1.0,4.0,28.18,15.89,3.0,4.0,2.0,1.6,1.0,2.0,1.0,-1.26
1.0,1.0,43.76,33.09,2.0,3.0,1.25,1.2,1.75,2.0,2.0,-0.82
1.0,5.0,38.34,33.26,3.0,3.0,2.0,3.2,1.75,1.0,2.0,-0.81
0.0,4.0,72.14,64.37,2.0,2.0,1.5,3.0,1.75,2.0,2.0,-0.56
0.0,8.0,76.76,45.29,1.0,2.0,1.25,1.0,2.0,1.0,2.0,0.19
0.0,5.0,55.08,60.56,2.0,2.0,1.0,2.4,2.0,2.0,2.0,-1.16
0.0,1.0,39.89,26.5,3.0,3.0,2.75,1.2,1.25,2.0,2.0,-1.01
0.0,8.0,105.03,55.35,2.0,1.0,1.25,3.2,1.75,1.0,2.0,-0.54
0.0,5.0,75.8,57.14,1.0,2.0,1.75,1.8,1.25,2.0,2.0,-0.74
0.0,2.0,43.86,34.98,3.0,2.0,1.25,2.0,2.5,1.0,2.0,-0.03
0.0,7.0,132.07,85.62,2.0,2.0,1.75,1.2,1.25,2.0,2.0,0.7
0.0,3.0,121.06,64.16,2.0,1.0,1.5,2.2,1.0,1.0,1.0,0.08
0.0,9.0,106.03,79.74,1.0,1.0,2.0,1.4,1.0,1.0,1.0,0.9
0.0,4.0,88.08,65.35,2.0,2.0,2.5,1.0,1.75,2.0,2.0,-0.62
0.0,4.0,84.24,63.58,1.0,2.0,1.0,1.4,1.0,2.0,2.0,0.79
0.0,4.0,75.28,49.95,1.0,1.0,1.0,1.2,1.75,2.0,2.0,-0.63
0.0,6.0,88.88,63.83,2.0,2.0,1.5,1.25,1.0,2.0,2.0,-0.41
0.0,7.0,67.66,31.54,3.0,2.0,1.5,3.0,1.0,1.0,2.0,-0.39
0.0,8.0,67.58,50.55,2.0,2.0,1.5,4.0,2.25,2.0,2.0,0.1
0.0,2.0,61.68,65.58,3.0,2.0,3.5,1.4,1.0,1.0,2.0,-0.6
0.0,4.0,57.83,52.9,2.0,2.0,1.25,1.6,2.0,1.0,2.0,0.15
0.0,4.0,45.69,24.6,2.0,2.0,1.75,1.8,2.0,1.0,2.0,-0.52
1.0,4.0,52.61,54.01,2.0,3.0,1.75,2.2,2.0,1.0,2.0,-0.84
0.0,3.0,53.43,44.25,2.0,3.0,1.0,1.0,1.0,1.0,2.0,0.29
0.0,1.0,40.58,29.69,1.0,1.0,1.0,1.2,1.5,2.0,2.0,-3.03
0.0,2.0,58.83,45.35,1.0,2.0,1.5,1.0,1.0,2.0,2.0,-0.5
0.0,0.0,34.54,28.6,2.0,2.0,1.75,2.6,1.75,1.0,2.0,-0.89
0.0,5.0,66.39,47.02,1.0,1.0,1.75,2.4,1.5,1.0,2.0,0.54
0.0,6.0,88.45,80.89,1.0,2.0,1.75,1.6,2.0,1.0,2.0,0.42
0.0,5.0,66.1,56.48,2.0,2.0,1.25,2.0,1.5,1.0,2.0,-0.78
0.0,7.0,62.94,63.62,4.0,2.0,1.25,2.2,2.0,1.0,2.0,-0.87
0.0,4.0,66.8,62.44,2.0,2.0,1.25,2.8,3.0,2.0,1.0,-0.54
0.0,5.0,105.53,49.39,1.0,2.0,1.25,1.2,1.25,2.0,2.0,-0.71
0.0,5.0,72.38,51.88,2.0,2.0,1.5,1.0,1.25,1.0,2.0,-0.29
0.0,9.0,72.25,69.09,2.0,1.0,1.25,1.4,1.0,1.0,2.0,-0.37
0.0,8.0,112.44,89.89,2.0,2.0,1.5,1.4,2.0,2.0,2.0,2.56
0.0,5.0,104.09,72.58,1.0,1.0,2.0,1.8,1.0,2.0,1.0,-1.18
0.0,7.0,89.53,85.98,3.0,2.0,1.75,1.8,1.75,2.0,1.0,0.91
0.0,3.0,57.39,63.68,2.0,2.0,1.75,2.0,1.5,2.0,1.0,-0.22
0.0,7.0,71.78,64.76,2.0,2.0,1.25,1.6,1.75,1.0,1.0,0.97
0.0,6.0,67.02,61.54,1.0,2.0,1.25,1.4,1.5,2.0,1.0,1.52
0.0,7.0,76.33,69.14,2.0,2.0,1.0,1.0,1.25,1.0,1.0,-0.03
0.0,8.0,110.41,72.13,2.0,2.0,1.25,1.0,1.0,2.0,1.0,0.31
0.0,7.0,73.74,98.28,1.0,2.0,1.5,1.0,1.0,1.0,1.0,1.53
0.0,5.0,54.41,49.43,2.0,2.0,2.0,2.6,2.5,2.0,1.0,-0.59
0.0,7.0,126.33,100.57,1.0,1.0,1.25,1.0,2.0,1.0,1.0,0.61
0.0,4.0,71.09,58.01,2.0,2.0,1.5,2.0,1.75,2.0,1.0,-0.64
0.0,6.0,76.72,84.9,4.0,2.0,1.5,2.6,1.25,1.0,1.0,0.43
0.0,8.0,76.9,65.02,2.0,1.0,1.25,2.8,1.0,1.0,1.0,0.85
0.0,3.0,91.68,61.94,1.0,1.0,2.0,2.4,1.25,2.0,2.0,-0.82
0.0,7.0,40.71,46.67,2.0,4.0,1.25,1.4,1.75,1.0,2.0,-1.05
0.0,6.0,81.42,64.03,1.0,2.0,1.5,1.4,2.25,1.0,1.0,-0.06
0.0,9.0,92.91,77.85,2.0,2.0,1.25,1.2,1.0,2.0,1.0,-0.3
0.0,3.0,75.87,47.4,2.0,2.0,1.25,1.4,1.0,2.0,1.0,-0.03
0.0,5.0,46.18,84.83,3.0,1.0,1.5,2.8,1.0,1.0,1.0,0.25
0.0,7.0,77.56,53.22,2.0,2.0,1.75,2.0,1.5,1.0,1.0,0.22
0.0,6.0,107.32,60.47,2.0,2.0,1.5,3.0,1.75,2.0,2.0,0.26
0.0,7.0,75.34,76.42,2.0,2.0,1.25,2.0,1.25,1.0,1.0,0.0
0.0,6.0,108.03,97.4,3.0,1.0,1.25,1.2,1.25,1.0,1.0,0.65
0.0,9.0,72.66,66.43,2.0,2.0,2.0,1.0,1.0,1.0,1.0,-0.58
0.0,6.0,85.25,72.39,1.0,2.0,1.75,1.2,1.75,2.0,1.0,-0.01
0.0,4.0,58.86,36.08,1.0,2.0,1.75,2.0,2.0,2.0,2.0,1.39
0.0,8.0,79.12,49.31,2.0,2.0,1.75,1.8,2.0,1.0,1.0,0.36
0.0,4.0,69.95,58.44,1.0,1.0,1.25,1.0,2.25,1.0,1.0,-0.13
0.0,4.0,55.19,62.72,2.0,2.0,1.25,1.2,2.5,2.0,1.0,-0.21
0.0,8.0,73.06,56.1,2.0,1.0,1.0,1.2,1.5,2.0,2.0,-0.02
0.0,7.0,88.04,63.42,1.0,2.0,1.25,1.4,1.25,1.0,1.0,0.6
0.0,8.0,72.63,59.93,2.0,2.0,1.75,1.4,1.25,1.0,1.0,-0.04
0.0,6.0,66.17,65.59,1.0,2.0,2.0,1.2,1.25,2.0,1.0,-0.22
0.0,5.0,76.59,52.55,2.0,1.0,1.5,2.2,1.25,2.0,1.0,-0.42
0.0,3.0,50.64,42.56,2.0,2.0,2.0,2.0,1.5,1.0,1.0,-0.54
0.0,8.0,64.71,75.94,2.0,2.0,1.25,2.2,1.5,1.0,1.0,1.09
0.0,6.0,86.25,77.2,1.0,1.0,1.25,1.4,1.25,1.0,1.0,1.46
0.0,8.0,66.14,61.93,2.0,2.0,1.25,2.8,2.0,1.0,1.0,0.54
0.0,4.0,133.67,89.42,2.0,1.0,1.5,1.2,1.0,2.0,1.0,1.4
0.0,6.0,70.78,69.18,1.0,2.0,1.25,1.0,1.25,2.0,1.0,1.1
0.0,7.0,85.71,92.94,1.0,2.0,1.25,1.8,1.5,2.0,1.0,1.25
0.0,5.0,67.0,63.84,1.0,1.0,2.0,1.4,1.5,1.0,1.0,1.87
0.0,9.0,73.82,65.11,2.0,1.0,1.75,1.2,1.5,2.0,1.0,0.77
0.0,9.0,102.67,86.49,1.0,1.0,1.25,1.4,1.25,1.0,1.0,1.24
0.0,8.0,80.55,110.68,4.0,4.0,1.5,2.4,1.5,1.0,1.0,1.58
0.0,8.0,70.01,55.31,1.0,2.0,1.25,1.4,1.75,2.0,1.0,0.3
0.0,8.0,110.35,83.08,1.0,1.0,1.5,1.4,1.25,2.0,1.0,1.35
0.0,7.0,118.24,68.68,2.0,2.0,1.25,1.0,1.5,2.0,1.0,0.33
0.0,5.0,97.67,84.04,1.0,1.0,2.0,1.0,1.25,1.0,1.0,1.8
0.0,9.0,111.53,84.16,2.0,2.0,1.5,2.2,1.25,1.0,1.0,1.47
0.0,8.0,104.88,91.89,1.0,2.0,1.5,1.0,1.33,2.0,1.0,0.5
0.0,8.0,124.37,126.3,4.0,1.0,2.5,1.2,1.25,1.0,1.0,0.04
0.0,6.0,124.76,74.0,1.0,1.0,1.25,1.0,2.0,2.0,1.0,1.41
0.0,8.0,142.95,66.05,2.0,1.0,1.0,2.6,1.0,2.0,1.0,0.19
0.0,8.0,74.59,58.18,2.0,2.0,1.5,1.0,1.0,2.0,1.0,0.68
0.0,6.0,38.12,39.64,2.0,2.0,2.25,1.6,1.25,2.0,1.0,-0.38
0.0,6.0,67.37,57.46,3.0,2.0,1.0,1.8,2.0,1.0,1.0,-2.95
0.0,6.0,106.71,89.19,1.0,1.0,1.5,1.8,1.75,2.0,2.0,0.31
0.0,8.0,116.1,75.68,1.0,1.0,2.0,1.2,1.25,1.0,1.0,-0.09
0.0,7.0,66.11,67.26,2.0,1.0,1.5,2.8,2.0,1.0,1.0,0.52
0.0,6.0,58.43,80.1,2.0,1.0,1.5,1.0,1.5,1.0,1.0,0.6
0.0,7.0,86.99,96.86,2.0,1.0,1.5,1.0,1.5,1.0,1.0,0.84
0.0,8.0,76.92,109.8,2.0,2.0,1.0,1.8,1.5,1.0,1.0,0.83
0.0,8.0,70.46,57.41,2.0,2.0,2.0,1.0,1.0,2.0,2.0,-0.27
0.0,7.0,66.31,59.69,2.0,2.0,1.25,2.6,1.5,1.0,1.0,0.4
0.0,6.0,104.82,108.6,2.0,2.0,1.5,1.0,1.75,1.0,1.0,-0.32
0.0,5.0,67.41,59.73,2.0,2.0,1.25,1.0,1.0,1.0,1.0,0.06
0.0,4.0,50.54,47.6,2.0,2.0,2.0,1.4,2.0,1.0,1.0,-1.46
0.0,5.0,37.22,30.04,2.0,2.0,2.25,1.25,1.25,2.0,1.0,-0.6
0.0,5.0,37.64,36.36,2.0,2.0,2.0,1.6,1.25,1.0,1.0,-0.36
0.0,8.0,91.74,77.77,2.0,2.0,1.5,2.0,1.5,1.0,1.0,0.37
0.0,5.0,44.97,47.16,2.0,2.0,1.5,1.6,1.0,1.0,1.0,0.41
0.0,6.0,49.67,43.77,2.0,1.0,1.75,2.6,1.5,1.0,1.0,0.55
0.0,8.0,65.32,82.88,3.0,2.0,1.75,1.2,1.0,1.0,1.0,0.2
0.0,3.0,90.93,66.58,2.0,1.0,1.75,1.0,1.0,1.0,1.0,1.18
1.0,2.0,40.59,37.32,2.0,2.0,1.0,2.8,1.25,1.0,2.0,-0.59
0.0,6.0,108.73,80.16,2.0,1.0,1.75,1.6,1.0,1.0,1.0,0.42
0.0,9.0,76.95,58.08,2.0,2.0,2.0,2.4,1.0,1.0,1.0,-0.74
0.0,5.0,39.95,50.74,2.0,2.0,1.25,2.0,1.25,1.0,1.0,-0.34
0.0,6.0,67.07,54.84,2.0,3.0,2.0,1.75,1.5,2.0,1.0,0.42
0.0,3.0,88.46,55.65,1.0,1.0,1.0,1.0,1.25,2.0,2.0,-0.06
0.0,5.0,74.4,54.86,2.0,2.0,1.75,2.0,1.25,2.0,2.0,-0.93
0.0,3.0,92.02,86.12,2.0,1.0,1.5,1.25,1.25,1.0,2.0,0.61
0.0,1.0,76.11,56.75,2.0,2.0,2.0,1.2,2.25,1.0,2.0,1.34
0.0,3.0,66.39,56.09,2.0,2.0,1.75,1.2,2.0,2.0,2.0,-0.13
0.0,8.0,87.57,65.47,2.0,2.0,2.0,1.0,1.0,1.0,1.0,-0.61
0.0,2.0,76.12,60.43,2.0,2.0,1.75,1.8,1.25,1.0,2.0,-0.45
0.0,7.0,124.85,83.74,2.0,2.0,2.0,1.0,1.25,2.0,2.0,0.07
0.0,6.0,75.18,111.3,1.0,1.0,1.5,1.8,1.25,2.0,1.0,-0.12
0.0,3.0,57.54,49.45,2.0,2.0,1.75,1.4,1.5,2.0,2.0,-0.7
0.0,7.0,67.03,66.09,2.0,2.0,2.0,1.2,1.25,2.0,2.0,-0.19
0.0,7.0,59.86,58.16,1.0,1.0,1.25,1.2,2.0,2.0,1.0,-1.06
0.0,3.0,51.3,57.35,2.0,2.0,2.0,1.2,2.0,2.0,1.0,-0.6
0.0,9.0,88.36,105.56,2.0,1.0,1.25,1.8,1.25,1.0,2.0,-0.49
0.0,2.0,67.15,57.27,2.0,2.0,1.0,2.0,3.0,1.0,1.0,-0.48
0.0,1.0,66.66,59.7,3.0,2.0,1.0,1.0,2.0,1.0,2.0,-0.69
1.0,0.0,35.95,14.94,2.0,2.0,1.0,3.6,2.5,2.0,2.0,-0.84
1.0,4.0,67.96,46.93,2.0,3.0,1.75,1.0,1.75,2.0,1.0,-0.12
0.0,7.0,57.4,60.73,3.0,3.0,1.5,2.2,1.75,1.0,1.0,-0.57
0.0,9.0,81.79,50.16,2.0,2.0,1.75,1.4,1.5,1.0,1.0,-0.35
0.0,9.0,75.63,57.25,2.0,2.0,2.0,1.0,1.75,1.0,1.0,0.69
0.0,5.0,82.61,53.13,3.0,1.0,2.75,2.4,2.25,1.0,1.0,0.97
0.0,8.0,108.34,76.41,2.0,1.0,1.5,1.2,1.5,2.0,1.0,-0.16
1.0,1.0,45.11,43.51,2.0,2.0,1.75,1.4,2.25,1.0,1.0,-0.45
0.0,6.0,89.72,84.94,1.0,2.0,1.5,1.0,2.0,2.0,1.0,-0.03
0.0,7.0,88.94,104.9,2.0,2.0,2.0,1.2,1.25,1.0,1.0,-0.27
0.0,9.0,86.37,85.76,1.0,1.0,1.0,1.0,1.25,1.0,1.0,-0.13
1.0,1.0,25.11,16.14,2.0,4.0,1.75,1.6,1.5,2.0,1.0,0.43
0.0,3.0,80.44,77.27,2.0,2.0,1.75,1.6,1.25,1.0,1.0,-1.2
0.0,7.0,99.94,72.36,1.0,1.0,1.5,1.6,2.0,2.0,1.0,-0.06
0.0,0.0,61.65,61.69,2.0,2.0,1.25,2.0,1.25,1.0,1.0,-0.07
0.0,7.0,78.47,62.6,4.0,4.0,2.0,3.0,2.5,2.0,2.0,-0.77
0.0,9.0,87.34,65.56,2.0,1.0,1.25,1.0,1.25,2.0,2.0,0.66
1.0,8.0,76.24,83.33,2.0,2.0,1.25,1.0,1.75,1.0,1.0,-0.48
0.0,7.0,58.72,57.06,1.0,1.0,1.0,2.0,2.0,1.0,1.0,-0.33
0.0,8.0,65.73,58.49,2.0,2.0,1.25,1.6,1.75,2.0,1.0,-0.51
0.0,8.0,98.37,55.67,2.0,2.0,1.0,1.4,1.25,1.0,1.0,0.32
0.0,5.0,52.79,52.06,1.0,2.0,1.25,1.2,1.25,1.0,2.0,-0.9
0.0,8.0,77.44,54.87,2.0,1.0,1.5,2.2,1.0,1.0,2.0,0.11
0.0,9.0,91.16,95.56,2.0,2.0,1.75,2.6,1.25,2.0,1.0,-0.35
1.0,4.0,47.25,40.41,2.0,2.0,1.75,1.0,1.25,1.0,1.0,-0.46
1.0,9.0,127.6,92.94,1.0,1.0,1.25,1.2,1.25,1.0,1.0,0.77
0.0,8.0,75.08,74.87,3.0,1.0,1.0,1.6,2.0,1.0,1.0,-0.34
0.0,8.0,95.68,96.23,2.0,2.0,1.75,2.0,1.5,1.0,2.0,-1.44
0.0,6.0,45.47,36.8,1.0,1.0,1.5,1.2,1.0,1.0,2.0,-0.82
0.0,7.0,64.89,61.21,2.0,2.0,1.0,1.0,1.5,1.0,2.0,-0.95
0.0,6.0,65.4,71.91,2.0,2.0,1.5,1.2,1.0,1.0,1.0,-0.45
0.0,9.0,51.98,47.6,3.0,2.0,1.75,1.8,1.75,1.0,1.0,-0.04
0.0,8.0,86.19,78.17,2.0,1.0,2.0,1.0,1.25,2.0,1.0,-0.37
0.0,8.0,76.68,65.35,2.0,1.0,2.25,2.0,1.25,1.0,1.0,-0.09
0.0,6.0,77.48,59.66,2.0,1.0,1.25,1.2,1.25,2.0,2.0,0.05
0.0,9.0,75.65,62.57,2.0,2.0,1.5,1.6,1.25,2.0,1.0,0.41
0.0,6.0,75.16,61.96,2.0,2.0,1.75,1.2,1.25,2.0,1.0,-0.47
0.0,9.0,66.52,58.6,2.0,2.0,1.25,1.8,1.0,2.0,2.0,-0.43
1.0,6.0,58.39,53.68,2.0,1.0,1.5,1.8,2.25,1.0,1.0,-0.12
1.0,9.0,88.39,63.11,1.0,2.0,1.75,1.0,1.25,2.0,1.0,-0.38
0.0,4.0,58.29,60.29,2.0,2.0,1.75,1.2,2.75,2.0,1.0,-0.51
0.0,0.0,39.35,26.73,3.0,2.0,2.5,1.6,2.75,1.0,2.0,-0.35
0.0,3.0,45.92,28.66,2.0,2.0,1.0,2.0,2.0,1.0,2.0,-1.19
0.0,4.0,54.93,33.16,2.0,2.0,1.25,1.8,2.25,1.0,2.0,-0.06
0.0,8.0,91.21,49.75,1.0,1.0,1.5,1.2,1.25,2.0,2.0,-1.02
0.0,3.0,73.72,61.93,1.0,2.0,2.0,1.6,2.75,2.0,2.0,-1.15
0.0,7.0,77.99,77.95,2.0,2.0,1.25,1.0,1.0,2.0,2.0,-0.02
0.0,7.0,88.3,50.02,2.0,2.0,1.75,1.4,1.0,1.0,2.0,-0.2
0.0,4.0,61.7,46.31,2.0,2.0,1.75,2.2,1.5,1.0,2.0,-0.86
0.0,7.0,48.55,45.07,2.0,2.0,2.0,1.2,2.25,1.0,2.0,-0.28
0.0,7.0,77.07,47.61,2.0,2.0,1.0,1.8,2.5,2.0,2.0,-0.5
0.0,8.0,62.9,51.58,2.0,2.0,1.25,1.2,1.25,2.0,2.0,-1.35
0.0,4.0,78.03,65.57,2.0,1.0,1.0,1.4,1.25,2.0,2.0,-0.62
0.0,4.0,66.59,43.22,2.0,2.0,1.75,2.4,2.25,1.0,2.0,-0.62
0.0,7.0,75.69,77.9,2.0,2.0,1.25,1.8,2.0,1.0,2.0,-0.5
0.0,6.0,72.29,52.23,2.0,2.0,1.25,2.0,1.25,1.0,2.0,-1.24
0.0,6.0,48.91,56.54,2.0,2.0,2.25,1.0,2.75,1.0,1.0,-0.24
0.0,2.0,54.25,45.38,3.0,2.0,2.0,2.6,3.0,2.0,2.0,-0.24
0.0,1.0,74.46,62.97,2.0,2.0,1.25,2.0,1.0,2.0,2.0,-0.67
0.0,4.0,67.72,48.49,2.0,1.0,1.25,1.0,1.25,2.0,2.0,-0.02
1.0,7.0,65.43,53.25,2.0,1.0,1.25,1.4,1.25,1.0,2.0,-0.09
0.0,4.0,98.67,67.71,2.0,1.0,1.5,1.0,2.0,2.0,1.0,-0.63
0.0,3.0,49.63,41.5,2.0,2.0,1.5,2.0,1.0,1.0,2.0,0.24
0.0,2.0,61.24,30.75,3.0,3.0,2.5,3.6,1.75,2.0,2.0,-0.86
